date	doctorants	étudiants	entrepreneurs	institutions	chercheurs	artistes	habitants	startup	associations	collectivités	industriels
03-Apr-14	0	0	0	0	0	0	0	0	0	0	0
11-Apr-14	0	0	0	0	0	0	0	0	0	0	0
15-Apr-14	0	0	0	0	0	0	0	0	0	0	0
17-Apr-14	0	0.7	0	0	0	0	0	0	0	0	0
30-Apr-14	0	3.5	0	0	0	0	0	0	0	0	0
05-May-14	0	3.5	0.175	0.175	0	0	0	0	0	0	0
06-May-14	0.7	4.2	0.175	0.175	0	0	0	0	0	0	0
07-May-14	0.7	4.375	0.35	0.175	0	0	0	0	0	0	0
20-May-14	0.7	4.9	0.35	0.175	0	0	0	0	0	0	0
27-May-14	0.7	4.9	0.35	0.175	0	0	0	0	0	0	0
30-May-14	0.7	4.9	0.35	0.175	0	0	0	0	0	0	0
03-Jun-14	0.7	4.9	0.35	2.975	0	0	0	0	0	0	0
10-Jun-14	0.7	4.9	0.35	2.975	0	0	0	0	0	0	0
16-Jun-14	0.7	4.9	0.81666666666667	3.4416666666667	0.46666666666667	0	0	0	0	0	0
